Campaign Name,UTM Medium,UTM Source,Account Industry,Oppt Close Date,Stage,Opportunity Amount,City,State/Province,Account Rating
2016_00_InboundWeb_Request_A_Demo,organic,www.google.ca,,,,,Saskatoon,SK,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Lifestyle,,,,Montgomery,OH,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.ca,,,,,Lethbridge,AB,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,Dental,9/19/2016,Demo,"$3,887 ",,CA,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,,,,,Park City,UT,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,robertcromeans.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Alpharetta,GA,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,6/30/2016,Closed Won,"$3,289 ",Fort Wayne,IN,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,r.search.yahoo.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Dental,,,,,AZ,Cancelled
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,,,,Moreno Valley,CA,Lost
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,leanmarketing.ca,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,Landenberg,PA,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Medical,7/11/2016,Lost,"$3,887 ",West Long Branch,NJ,Lost
2016_00_InboundWeb_Request_A_Demo,organic,www.google.ca,Automotive,8/12/2016,Lost,"$3,887 ",Stony Plain,Alberta,Lost
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,Lifestyle,6/25/2016,Demo,"$3,887 ",Houston,TX,Prospect
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Medical,6/25/2016,Forecast,"$3,887 ",Overland Park,KS,Prospect
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,local.intuit.com,,,,,Brooklyn,NY,
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Lifestyle,8/8/2016,Closed Won,"$3,887 ",Brookefield,WI,Cancelled
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,FL,
2016_00_InboundWeb_InboundCall&Chat,phone,,,,,,,FL,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,Dental,11/30/2016,Forecast,"$3,887 ",Palmyra,NY,Prospect
2016_00_InboundWeb_InboundCall&Chat,cpc,,,,,,,CA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_InboundCall&Chat,cpc,,,,,,,CA,
2016_00_InboundWeb_Request_A_Demo,,,Lifestyle,6/25/2016,Demo,"$3,887 ",Fayetteville,AR,Prospect
2016_00_InboundWeb_InboundCall&Chat,cpc,,,,,,,NY,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.kareo.com,Medical,7/26/2016,Lost,"$3,887 ",Greeley,CO,Lost
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,,,,,FL,Cancelled
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_InboundCall&Chat,phone,,,,,,South Gate,CA,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,Eads,CO,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Irving,TX,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,6/30/2016,Closed Won,"$3,289 ",Centennial,CO,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Automotive,,,,,,Prospect
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Medical,6/30/2016,Forecast,"$3,887 ",Falls Church,VA,Prospect
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Lifestyle,,,,,AZ,Cancelled
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Lifestyle,7/7/2016,Forecast,"$3,887 ",Athens,GA,Prospect
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,email.demandforce.com,Small Business,,,,,CA,Cancelled
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,Automotive,7/2/2016,Demo,"$3,887 ",Elk Grove,CA,Prospect
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,,,,,,Prospect
2016_00_InboundWeb_Request_A_Demo,phone,,Lifestyle,7/7/2016,Closed Won,"$3,140 ",Wayne,NJ,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.co.uk,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,,,,,FL,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Animal Care,7/20/2016,Closed Won,"$3,287 ",Hudson,NH,Under Contract
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,Automotive,7/3/2016,Demo,"$3,887 ",Aransas Pass,Texas,Prospect
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Medical,,,,,KY,Under Contract
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Automotive,,,,,MD,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Norwood,MA,
2016_00_InboundWeb_Request_A_Demo,referral,www.dentrix.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,Dental,8/31/2016,Closed Won,"$3,887 ",Aurora,CO,Cancelled
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,New York,NY,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.weburlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Dental,,,,Hampton,GA,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Shreveport,LA,
2016_09_Hotleads_EngagementPrograms,organic,www.google.com,,,,,Shreveport,LA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Washington,DC,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Lifestyle,,,,,,Lost
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,Birmingham,AL,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,CA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com.ph,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,social,urlopener.blogspot.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_InboundCall&Chat,phone,,,,,,Mason,MI,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Automotive,,,,,,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,,,,,,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,Dental,,,,,PA,Cancelled
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,Scottsdale,AZ,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,Medical,6/27/2016,Lost,"$3,887 ",Shelby,NC,Lost
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,AZ,
2016_00_InboundWeb_Request_A_Demo,organic,r.search.yahoo.com,Medical,6/30/2016,Forecast,"$3,887 ",,,Cancelled
2016_00_InboundWeb_Request_A_Demo,organic,www.google.ca,Dental,8/30/2016,Closed Won,"$3,588 ",Kamloops,BC,Under Contract
2016_00_InboundWeb_Request_A_Demo,referral,quickbooks.intuit.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,Fredericksburg,VA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Automotive,7/2/2016,Demo,"$3,887 ",,WA,Prospect
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.carestreamdental.com,Dental,7/25/2016,Closed Won,"$3,887 ",,,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Lifestyle,,,,,CT,Lost
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,CA,
2016_00_InboundWeb_Request_A_Demo,referral,searchengineland.com,,,,,,,
2016_00_InboundWeb_InboundCall&Chat,phone,,,,,,,ON,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,NJ,
2016_00_InboundWeb_Request_A_Demo,,,Dental,,,,,AZ,Cancelled
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,8/3/2016,Lost,"$3,887 ",Oklahoma City,OK,Lost
2016_00_InboundWeb_Request_A_Demo,referral,demandforced3.com,Dental,,,,,NV,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Palo Alto,CA,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,FL,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Dental,,,,,TX,Cancelled
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,quickbooks.intuit.com,,,,,,MD,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,,,,,,TX,
2016_00_InboundWeb_InboundCall&Chat,cpc,,,,,,,OR,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,Charleston,SC,
2016_00_InboundWeb_InboundCall&Chat,phone,,,,,,,NY,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Medical,,,,,,Under Contract
2016_00_InboundWeb_Request_A_Demo,referral,,Medical,7/22/2016,Closed Won,"$3,289 ",Mount Airy,MD,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,NC,
2016_00_InboundWeb_Request_A_Demo,none,direct,Lifestyle,10/31/2016,Demo,"$3,887 ",Newport Beach,CA,Prospect
2016_00_InboundWeb_Request_A_Demo,organic,search.myway.com,,,,,Clarksburg,MD,
2016_00_InboundWeb_Request_A_Demo,referral,demandforced3.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Dental,,,,,NC,Under Contract
2016_00_InboundWeb_InboundCall&Chat,phone,,,,,,,MI,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Medical,,,,,IL,Under Contract
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,Animal Care,,,,Plainview,NY,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,Automotive,,,,,GA,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,TN,
2016_00_InboundWeb_InboundCall&Chat,phone,,,,,,,WA,
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,Burlington,ON,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,Lake Bluff,IL,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Ithaca,NY,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,CA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Animal Care,,,,,NH,Under Contract
2016_00_InboundWeb_InboundCall&Chat,phone,,,,,,,OR,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Medical,7/7/2016,Demo,"$3,887 ",San Jose,CA,Prospect
2016_00_InboundWeb_InboundCall&Chat,cpc,,,,,,,WA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Animal Care,6/30/2016,Closed Won,"$2,739 ",Lynchburg,VA,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,Germantown,MD,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,Dunwoody,GA,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,Dental,,,,,,Under Contract
2016_00_InboundWeb_Request_A_Demo,cpc,bing,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,weburlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.bing.com,Medical,,,,,,Lost
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,Brampton,ON,
2016_00_InboundWeb_Request_A_Demo,,,Lifestyle,,,,WINNIPEG,MB,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,Lifestyle,,,,,CA,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Medical,,,,,MN,Lost
2016_00_InboundWeb_Request_A_Demo,none,,,,,,,CA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.internetbrands.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.openmultipleurl.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,Medical,,,,,MA,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,8/8/2016,Lost,"$3,887 ",,CA,Cancelled
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.kauffmantire.net,,,,,DeSoto,TX,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,CA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Dental,,,,,NV,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.ca,,,,,Mississauga,ON,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,TX,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,r.search.yahoo.com,Dental,,,,,NC,Under Contract
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,GA,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.bing.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.co.za,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,CA,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,West Hollywood,CA,
2016_04_PPC_Google_Generic,cpc,google,,,,,West Hollywood,CA,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,FL,
2016_00_InboundWeb_Request_A_Demo,organic,com.google.android.googlequicksearchbox,Automotive,,,,,FL,Under Contract
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Flagler Beach,FL,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,OK,
2016_00_InboundWeb_Request_A_Demo,organic,www.bing.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Lifestyle,,,,Jefferson City,MO,Under Contract
2016_00_InboundWeb_Request_A_Demo,referral,weburlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.urlopener.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,PA,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,MD,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,Lifestyle,,,,,,Under Contract
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,Burtonsville,MD,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,Lifestyle,,,,,IN,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,Bloomfield Hills,MI,
2016_00_InboundWeb_Request_A_Demo,referral,www.flyingscissorssalon.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,Delta,BC,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.ca,,,,,Mississauga,ON,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Lifestyle,9/27/2016,Closed Won,"$3,887 ",Layton,UT,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,Dental,7/29/2016,Lost,"$3,887 ",Plymouth,MI,Lost
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,,,,,Choctaw,OK,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.ca,,,,,Vancouver,BC,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,,,Medical,12/19/2016,Demo,"$3,887 ",St. Paul,MN,Prospect
2016_00_InboundWeb_Request_A_Demo,organic,www.bing.com,Dental,9/1/2016,Forecast,"$3,887 ",Warman,SK,Prospect
2016_00_InboundWeb_Request_A_Demo,cpc,google,Automotive,,,,,CA,Under Contract
2016_00_InboundWeb_Request_A_Demo,organic,www.google.ca,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,bing,,,,,Burbank,CA,
2016_00_InboundWeb_Request_A_Demo,none,direct,Lifestyle,,,,NY,,Lost
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,Lifestyle,,,,,UT,Under Contract
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,referral,www.demandforced3.com,Lifestyle,,,,,TX,Under Contract
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
2016_00_InboundWeb_Request_A_Demo,cpc,google,Medical,,,,,MI,Cancelled
2016_00_InboundWeb_Request_A_Demo,organic,www.google.com,,,,,,,
2016_00_InboundWeb_Request_A_Demo,organic,www.google.hu,,,,,,,
2016_00_InboundWeb_Request_A_Demo,none,direct,Dental,,,,,CT,Under Contract
2016_00_InboundWeb_Request_A_Demo,cpc,google,,,,,,,
